1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
2	1000	1000	1	0	99	0
3	1000	1000	1	0	100	0
4	1000	1000	1	0	100	0
1	808	708	0.876238	0	99	0
