1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
2	500	500	1	0	419	0
3	500	500	1	0	421	0
4	500	500	1	0	422	0
1	494	282	0.57085	0	412	0
