1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
2	1000	1000	1	0	320	0
3	1000	1000	1	0	321	0
4	1000	1000	1	0	321	0
1	918	596	0.649237	0	317	0
