1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
2	1000	1000	1	0	299	0
3	1000	1000	1	0	300	0
4	1000	1000	1	0	300	0
1	908	607	0.668502	0	296	0
