1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
2	500	500	1	0	441	0
3	500	500	1	0	443	0
4	500	500	1	0	443	0
1	499	276	0.553106	0	433	0
